loc,number,disease,increase,year,population
WYOMING,17,POLIO,6.78,1942,251000
ALABAMA,13,SMALLPOX,0.41,1942,2941000
ARIZONA,5,SMALLPOX,0.77,1942,524000
ARKANSAS,62,SMALLPOX,3,1942,1977000
CALIFORNIA,7,SMALLPOX,0.07,1942,7735000
COLORADO,21,SMALLPOX,1.74,1942,1113000
CONNECTICUT,0,SMALLPOX,0,1942,1792000
DELAWARE,0,SMALLPOX,0,1942,279000
DISTRICT OF COLUMBIA,0,SMALLPOX,0,1942,851000
FLORIDA,1,SMALLPOX,0.02,1942,2151000
GEORGIA,8,SMALLPOX,0.24,1942,3209000
IDAHO,9,SMALLPOX,1.56,1942,478000
ILLINOIS,71,SMALLPOX,0.78,1942,8057000
INDIANA,64,SMALLPOX,1.78,1942,3507000
IOWA,32,SMALLPOX,1.18,1942,2439000
KANSAS,24,SMALLPOX,1.3,1942,1760000
KENTUCKY,26,SMALLPOX,0.93,1942,2797000
LOUISIANA,19,SMALLPOX,0.72,1942,2546000
MAINE,0,SMALLPOX,0,1942,839000
MARYLAND,0,SMALLPOX,0,1942,1998000
MASSACHUSETTS,0,SMALLPOX,0,1942,4370000
MICHIGAN,28,SMALLPOX,0.49,1942,5549000
MINNESOTA,31,SMALLPOX,1.16,1942,2662000
MISSISSIPPI,19,SMALLPOX,0.84,1942,2210000
MISSOURI,74,SMALLPOX,1.92,1942,3829000
MONTANA,3,SMALLPOX,0.58,1942,518000
NEBRASKA,17,SMALLPOX,1.2,1942,1239000
NEVADA,2,SMALLPOX,1.09,1942,137000
NEW HAMPSHIRE,1,SMALLPOX,0.21,1942,481000
NEW JERSEY,0,SMALLPOX,0,1942,4297000
NEW MEXICO,4,SMALLPOX,0.6,1942,502000
NEW YORK,0,SMALLPOX,0,1942,13002000
NORTH CAROLINA,8,SMALLPOX,0.2,1942,3569000
NORTH DAKOTA,5,SMALLPOX,0.77,1942,583000
OHIO,33,SMALLPOX,0.44,1942,6969000
OKLAHOMA,26,SMALLPOX,1.14,1942,2215000
OREGON,19,SMALLPOX,1.63,1942,1107000
PENNSYLVANIA,48,SMALLPOX,0.49,1942,9704000
RHODE ISLAND,0,SMALLPOX,0,1942,748000
SOUTH CAROLINA,10,SMALLPOX,0.41,1942,2007000
SOUTH DAKOTA,18,SMALLPOX,2.88,1942,589000
TENNESSEE,55,SMALLPOX,1.8,1942,2939000
TEXAS,125,SMALLPOX,1.74,1942,6711000
UTAH,0,SMALLPOX,0,1942,575000
VERMONT,0,SMALLPOX,0,1942,343000
VIRGINIA,0,SMALLPOX,0,1942,3038000
WASHINGTON,14,SMALLPOX,0.73,1942,1901000
WEST VIRGINIA,8,SMALLPOX,0.38,1942,1831000
WISCONSIN,42,SMALLPOX,1.27,1942,3053000
WYOMING,5,SMALLPOX,1.8,1942,251000
ALABAMA,3798,MEASLES,130.82,1943,2902000
ARIZONA,1195,MEASLES,172.44,1943,692000
ARKANSAS,2998,MEASLES,162.6,1943,1843000
CALIFORNIA,28929,MEASLES,340.06,1943,8506000
COLORADO,11266,MEASLES,976.97,1943,1153000
CONNECTICUT,9865,MEASLES,550.38,1943,1792000
DELAWARE,1593,MEASLES,564.55,1943,282000
DISTRICT OF COLUMBIA,2109,MEASLES,234.27,1943,900000
FLORIDA,1683,MEASLES,68.57,1943,2451000
GEORGIA,4105,MEASLES,126.45,1943,3245000
IDAHO,3256,MEASLES,650.9,1943,500000
ILLINOIS,25494,MEASLES,328.45,1943,7761000
INDIANA,9073,MEASLES,263,1943,3449000
IOWA,5668,MEASLES,242.8,1943,2334000
KANSAS,9840,MEASLES,547.84,1943,1796000
KENTUCKY,10337,MEASLES,383.79,1943,2693000
LOUISIANA,2731,MEASLES,106.44,1943,2565000
MAINE,2404,MEASLES,297.99,1943,806000
MARYLAND,4112,MEASLES,196.78,1943,2089000
MASSACHUSETTS,32022,MEASLES,752.17,1943,4257000
MICHIGAN,41360,MEASLES,765.18,1943,5405000
MINNESOTA,10258,MEASLES,398.01,1943,2577000
MISSOURI,7267,MEASLES,196.08,1943,3705000
MONTANA,5444,MEASLES,1122.06,1943,485000
NEBRASKA,4979,MEASLES,401.02,1943,1241000
NEVADA,601,MEASLES,397.32,1943,151000
NEW HAMPSHIRE,977,MEASLES,211.18,1943,462000
NEW JERSEY,39182,MEASLES,927.14,1943,4226000
NEW MEXICO,567,MEASLES,105.71,1943,534000
NEW YORK,61243,MEASLES,478.18,1943,12807000
NORTH CAROLINA,6067,MEASLES,165.96,1943,3654000
NORTH DAKOTA,4362,MEASLES,798.53,1943,546000
OHIO,18987,MEASLES,276.41,1943,6868000
OKLAHOMA,1677,MEASLES,76.06,1943,2205000
OREGON,8475,MEASLES,693.95,1943,1221000
PENNSYLVANIA,53185,MEASLES,563.08,1943,9444000
RHODE ISLAND,2253,MEASLES,296.39,1943,760000
SOUTH CAROLINA,3025,MEASLES,153.66,1943,1967000
SOUTH DAKOTA,2979,MEASLES,507.31,1943,587000
TENNESSEE,5796,MEASLES,194.95,1943,2972000
TEXAS,16370,MEASLES,233.42,1943,7012000
UTAH,7644,MEASLES,1211.27,1943,631000
VERMONT,7600,MEASLES,2323.73,1943,327000
VIRGINIA,10684,MEASLES,341.34,1943,3130000
WASHINGTON,15510,MEASLES,765.07,1943,2027000
WEST VIRGINIA,2330,MEASLES,133.75,1943,1741000
WISCONSIN,38898,MEASLES,1290.54,1943,3014000
WYOMING,2691,MEASLES,1088.61,1943,247000
ALABAMA,2054,PERTUSSIS,70.66,1943,2902000
ARIZONA,945,PERTUSSIS,136.13,1943,692000
ARKANSAS,1463,PERTUSSIS,79.25,1943,1843000
CALIFORNIA,12767,PERTUSSIS,150.07,1943,8506000
COLORADO,1558,PERTUSSIS,134.83,1943,1153000
CONNECTICUT,2118,PERTUSSIS,118.1,1943,1792000
DELAWARE,213,PERTUSSIS,74.96,1943,282000
DISTRICT OF COLUMBIA,1107,PERTUSSIS,122.68,1943,900000
FLORIDA,1058,PERTUSSIS,43.13,1943,2451000
GEORGIA,1631,PERTUSSIS,50.14,1943,3245000
IDAHO,155,PERTUSSIS,30.4,1943,500000
ILLINOIS,7917,PERTUSSIS,101.95,1943,7761000
INDIANA,2351,PERTUSSIS,68.09,1943,3449000
IOWA,1698,PERTUSSIS,72.74,1943,2334000
KANSAS,2860,PERTUSSIS,159.06,1943,1796000
KENTUCKY,2259,PERTUSSIS,83.8,1943,2693000
LOUISIANA,333,PERTUSSIS,12.89,1943,2565000
MAINE,1894,PERTUSSIS,234.8,1943,806000
MARYLAND,4428,PERTUSSIS,211.88,1943,2089000
MASSACHUSETTS,6521,PERTUSSIS,153.1,1943,4257000
MICHIGAN,11823,PERTUSSIS,218.73,1943,5405000
MINNESOTA,3376,PERTUSSIS,130.9,1943,2577000
MISSOURI,1268,PERTUSSIS,34.16,1943,3705000
MONTANA,1035,PERTUSSIS,212.86,1943,485000
NEBRASKA,602,PERTUSSIS,48.22,1943,1241000
NEVADA,110,PERTUSSIS,72.14,1943,151000
NEW HAMPSHIRE,222,PERTUSSIS,47.64,1943,462000
NEW JERSEY,8141,PERTUSSIS,192.59,1943,4226000
NEW MEXICO,590,PERTUSSIS,110,1943,534000
NEW YORK,15510,PERTUSSIS,121.07,1943,12807000
NORTH CAROLINA,8107,PERTUSSIS,221.79,1943,3654000
NORTH DAKOTA,803,PERTUSSIS,146.79,1943,546000
OHIO,8568,PERTUSSIS,124.73,1943,6868000
OKLAHOMA,849,PERTUSSIS,38.4,1943,2205000
OREGON,1288,PERTUSSIS,105.29,1943,1221000
PENNSYLVANIA,12272,PERTUSSIS,129.91,1943,9444000
RHODE ISLAND,1584,PERTUSSIS,208.15,1943,760000
SOUTH CAROLINA,3161,PERTUSSIS,160.61,1943,1967000
SOUTH DAKOTA,297,PERTUSSIS,50.13,1943,587000
TENNESSEE,2919,PERTUSSIS,98.15,1943,2972000
TEXAS,16131,PERTUSSIS,230.03,1943,7012000
UTAH,2298,PERTUSSIS,363.88,1943,631000
VERMONT,1222,PERTUSSIS,372.94,1943,327000
VIRGINIA,4831,PERTUSSIS,154.25,1943,3130000
WASHINGTON,2291,PERTUSSIS,113,1943,2027000
WEST VIRGINIA,2405,PERTUSSIS,138.04,1943,1741000
WISCONSIN,11240,PERTUSSIS,372.79,1943,3014000
WYOMING,210,PERTUSSIS,84.53,1943,247000
ALABAMA,40,POLIO,1.27,1943,2902000
ARIZONA,82,POLIO,11.18,1943,692000
ARKANSAS,77,POLIO,4.05,1943,1843000
CALIFORNIA,1825,POLIO,21.42,1943,8506000
COLORADO,228,POLIO,19.54,1943,1153000
CONNECTICUT,313,POLIO,17.46,1943,1792000
DELAWARE,9,POLIO,2.65,1943,282000
DISTRICT OF COLUMBIA,10,POLIO,1,1943,900000
FLORIDA,23,POLIO,0.86,1943,2451000
GEORGIA,22,POLIO,0.65,1943,3245000
IDAHO,11,POLIO,2.1,1943,500000
ILLINOIS,1346,POLIO,17.33,1943,7761000
INDIANA,101,POLIO,2.86,1943,3449000
IOWA,156,POLIO,6.61,1943,2334000
KANSAS,642,POLIO,35.6,1943,1796000
KENTUCKY,141,POLIO,5.14,1943,2693000
LOUISIANA,57,POLIO,2.18,1943,2565000
MAINE,20,POLIO,2.21,1943,806000
MARYLAND,19,POLIO,0.87,1943,2089000
MASSACHUSETTS,210,POLIO,4.85,1943,4257000
MICHIGAN,227,POLIO,4.16,1943,5405000
MINNESOTA,142,POLIO,5.39,1943,2577000
MISSISSIPPI,42,POLIO,1.69,1943,2280000
MISSOURI,170,POLIO,4.57,1943,3705000
MONTANA,19,POLIO,3.38,1943,485000
NEBRASKA,126,POLIO,10.05,1943,1241000
NEVADA,17,POLIO,10.57,1943,151000
NEW HAMPSHIRE,12,POLIO,2.17,1943,462000
NEW JERSEY,120,POLIO,2.74,1943,4226000
NEW MEXICO,61,POLIO,11.05,1943,534000
NEW YORK,624,POLIO,4.84,1943,12807000
NORTH CAROLINA,41,POLIO,1.03,1943,3654000
NORTH DAKOTA,23,POLIO,3.81,1943,546000
OHIO,171,POLIO,2.37,1943,6868000
OKLAHOMA,414,POLIO,18.72,1943,2205000
OREGON,312,POLIO,25.37,1943,1221000
PENNSYLVANIA,130,POLIO,1.32,1943,9444000
RHODE ISLAND,124,POLIO,16.11,1943,760000
SOUTH CAROLINA,26,POLIO,1.14,1943,1967000
SOUTH DAKOTA,17,POLIO,2.57,1943,587000
TENNESSEE,35,POLIO,1.03,1943,2972000
TEXAS,952,POLIO,13.55,1943,7012000
UTAH,294,POLIO,46.08,1943,631000
VERMONT,26,POLIO,7.65,1943,327000
VIRGINIA,63,POLIO,1.92,1943,3130000
WASHINGTON,310,POLIO,15.1,1943,2027000
WEST VIRGINIA,35,POLIO,1.88,1943,1741000
WISCONSIN,167,POLIO,5.44,1943,3014000
WYOMING,27,POLIO,9.27,1943,247000
ALABAMA,20,SMALLPOX,0.61,1943,2902000
ARIZONA,6,SMALLPOX,0.64,1943,692000
ARKANSAS,57,SMALLPOX,2.87,1943,1843000
CALIFORNIA,4,SMALLPOX,0.04,1943,8506000
COLORADO,12,SMALLPOX,0.97,1943,1153000
CONNECTICUT,0,SMALLPOX,0,1943,1792000
DELAWARE,0,SMALLPOX,0,1943,282000
DISTRICT OF COLUMBIA,0,SMALLPOX,0,1943,900000
FLORIDA,2,SMALLPOX,0.06,1943,2451000
GEORGIA,10,SMALLPOX,0.29,1943,3245000
IDAHO,10,SMALLPOX,1.6,1943,500000
ILLINOIS,69,SMALLPOX,0.84,1943,7761000
INDIANA,138,SMALLPOX,3.89,1943,3449000
IOWA,29,SMALLPOX,1.01,1943,2334000
KANSAS,31,SMALLPOX,1.59,1943,1796000
KENTUCKY,17,SMALLPOX,0.52,1943,2693000
LOUISIANA,8,SMALLPOX,0.28,1943,2565000
MAINE,0,SMALLPOX,0,1943,806000
MARYLAND,1,SMALLPOX,0.05,1943,2089000
MASSACHUSETTS,0,SMALLPOX,0,1943,4257000
MICHIGAN,13,SMALLPOX,0.21,1943,5405000
MINNESOTA,3,SMALLPOX,0.1,1943,2577000
MISSISSIPPI,16,SMALLPOX,0.53,1943,2280000
MISSOURI,14,SMALLPOX,0.28,1943,3705000
MONTANA,13,SMALLPOX,2.28,1943,485000
NEBRASKA,21,SMALLPOX,1.48,1943,1241000
NEVADA,2,SMALLPOX,0.66,1943,151000
NEW HAMPSHIRE,0,SMALLPOX,0,1943,462000
NEW JERSEY,2,SMALLPOX,0.04,1943,4226000
NEW MEXICO,4,SMALLPOX,0.66,1943,534000
NEW YORK,0,SMALLPOX,0,1943,12807000
NORTH CAROLINA,21,SMALLPOX,0.51,1943,3654000
NORTH DAKOTA,5,SMALLPOX,0.72,1943,546000
OHIO,109,SMALLPOX,1.53,1943,6868000
OKLAHOMA,18,SMALLPOX,0.81,1943,2205000
OREGON,17,SMALLPOX,1.25,1943,1221000
PENNSYLVANIA,33,SMALLPOX,0.35,1943,9444000
RHODE ISLAND,0,SMALLPOX,0,1943,760000
SOUTH CAROLINA,8,SMALLPOX,0.28,1943,1967000
SOUTH DAKOTA,21,SMALLPOX,3.33,1943,587000
TENNESSEE,22,SMALLPOX,0.63,1943,2972000
TEXAS,84,SMALLPOX,1.11,1943,7012000
UTAH,1,SMALLPOX,0.16,1943,631000
VERMONT,0,SMALLPOX,0,1943,327000
VIRGINIA,0,SMALLPOX,0,1943,3130000
WASHINGTON,7,SMALLPOX,0.23,1943,2027000
WEST VIRGINIA,11,SMALLPOX,0.5,1943,1741000
WISCONSIN,23,SMALLPOX,0.61,1943,3014000
WYOMING,2,SMALLPOX,0.4,1943,247000
ALABAMA,7086,MEASLES,252.87,1944,2802000
ARIZONA,4495,MEASLES,736.71,1944,610000
ARKANSAS,3669,MEASLES,207.51,1944,1768000
CALIFORNIA,53667,MEASLES,599.97,1944,8945000
COLORADO,6329,MEASLES,556.49,1944,1137000
CONNECTICUT,8775,MEASLES,493.5,1944,1778000
DELAWARE,396,MEASLES,138.4,1944,285000
DISTRICT OF COLUMBIA,2733,MEASLES,310.09,1944,881000
FLORIDA,4594,MEASLES,189.74,1944,2420000
GEORGIA,5448,MEASLES,171.51,1944,3176000
IDAHO,965,MEASLES,182.34,1944,529000
ILLINOIS,18513,MEASLES,239.79,1944,7719000
INDIANA,5130,MEASLES,149.11,1944,3440000
IOWA,4635,MEASLES,201.38,1944,2301000
KANSAS,9814,MEASLES,551.62,1944,1779000
KENTUCKY,2277,MEASLES,86.5,1944,2631000
LOUISIANA,2609,MEASLES,104,1944,2508000
MAINE,4896,MEASLES,611.07,1944,801000
MARYLAND,13001,MEASLES,613.78,1944,2118000
MASSACHUSETTS,18168,MEASLES,433.38,1944,4192000
MICHIGAN,25526,MEASLES,466.94,1944,5467000
MINNESOTA,19464,MEASLES,770.53,1944,2526000
MISSISSIPPI,0,MEASLES,0,1944,2167000
MISSOURI,5553,MEASLES,155.96,1944,3560000
MONTANA,3381,MEASLES,720.79,1944,469000
NEBRASKA,2265,MEASLES,186.13,1944,1216000
NEVADA,374,MEASLES,244.43,1944,153000
NEW HAMPSHIRE,576,MEASLES,126.01,1944,456000
NEW JERSEY,27387,MEASLES,658.66,1944,4158000
NEW MEXICO,1601,MEASLES,303.73,1944,527000
NEW YORK,42287,MEASLES,334.85,1944,12628000
NORTH CAROLINA,23906,MEASLES,671.48,1944,3560000
NORTH DAKOTA,3441,MEASLES,644.36,1944,534000
OHIO,38596,MEASLES,557.93,1944,6918000
OKLAHOMA,3409,MEASLES,166.8,1944,2043000
OREGON,2959,MEASLES,239.87,1944,1233000
PENNSYLVANIA,23641,MEASLES,256.56,1944,9214000
RHODE ISLAND,4262,MEASLES,535.99,1944,795000
SOUTH CAROLINA,7067,MEASLES,363.6,1944,1943000
SOUTH DAKOTA,1463,MEASLES,258.73,1944,565000
TENNESSEE,5290,MEASLES,184.38,1944,2868000
TEXAS,37283,MEASLES,542.2,1944,6876000
UTAH,1215,MEASLES,200.67,1944,605000
VERMONT,2361,MEASLES,751.46,1944,314000
VIRGINIA,15444,MEASLES,475.42,1944,3248000
WASHINGTON,5524,MEASLES,264.04,1944,2092000
WEST VIRGINIA,8484,MEASLES,497.22,1944,1706000
WISCONSIN,41957,MEASLES,1407.91,1944,2980000
WYOMING,1763,MEASLES,728.08,1944,242000
ALABAMA,1314,PERTUSSIS,46.83,1944,2802000
ARIZONA,975,PERTUSSIS,159.36,1944,610000
ARKANSAS,976,PERTUSSIS,55.01,1944,1768000
CALIFORNIA,5546,PERTUSSIS,61.99,1944,8945000
COLORADO,1519,PERTUSSIS,133.45,1944,1137000
CONNECTICUT,2155,PERTUSSIS,120.91,1944,1778000
DELAWARE,84,PERTUSSIS,28.23,1944,285000
DISTRICT OF COLUMBIA,277,PERTUSSIS,31.26,1944,881000
FLORIDA,1006,PERTUSSIS,41.44,1944,2420000
GEORGIA,769,PERTUSSIS,24.06,1944,3176000
IDAHO,213,PERTUSSIS,39.92,1944,529000
ILLINOIS,3750,PERTUSSIS,48.53,1944,7719000
INDIANA,936,PERTUSSIS,27.13,1944,3440000
IOWA,603,PERTUSSIS,26.03,1944,2301000
KANSAS,1766,PERTUSSIS,99.1,1944,1779000
KENTUCKY,2560,PERTUSSIS,97.16,1944,2631000
LOUISIANA,146,PERTUSSIS,5.7,1944,2508000
MAINE,1005,PERTUSSIS,124.98,1944,801000
MARYLAND,3193,PERTUSSIS,150.61,1944,2118000
MASSACHUSETTS,4262,PERTUSSIS,101.56,1944,4192000
MICHIGAN,4836,PERTUSSIS,88.41,1944,5467000
MINNESOTA,1694,PERTUSSIS,66.95,1944,2526000
MISSISSIPPI,0,PERTUSSIS,0,1944,2167000
MISSOURI,938,PERTUSSIS,26.26,1944,3560000
MONTANA,783,PERTUSSIS,166.29,1944,469000
NEBRASKA,574,PERTUSSIS,46.93,1944,1216000
NEVADA,88,PERTUSSIS,55.55,1944,153000
NEW HAMPSHIRE,111,PERTUSSIS,23.6,1944,456000
NEW JERSEY,3607,PERTUSSIS,86.67,1944,4158000
NEW MEXICO,223,PERTUSSIS,41.76,1944,527000
NEW YORK,9040,PERTUSSIS,71.57,1944,12628000
NORTH CAROLINA,6588,PERTUSSIS,184.99,1944,3560000
NORTH DAKOTA,456,PERTUSSIS,84.61,1944,534000
OHIO,5997,PERTUSSIS,86.66,1944,6918000
OKLAHOMA,427,PERTUSSIS,20.74,1944,2043000
OREGON,794,PERTUSSIS,64.19,1944,1233000
PENNSYLVANIA,5875,PERTUSSIS,63.75,1944,9214000
RHODE ISLAND,650,PERTUSSIS,81.5,1944,795000
SOUTH CAROLINA,3401,PERTUSSIS,174.85,1944,1943000
SOUTH DAKOTA,372,PERTUSSIS,65.27,1944,565000
TENNESSEE,1421,PERTUSSIS,49.46,1944,2868000
TEXAS,10178,PERTUSSIS,147.95,1944,6876000
UTAH,1805,PERTUSSIS,297.76,1944,605000
VERMONT,1225,PERTUSSIS,389.18,1944,314000
VIRGINIA,2953,PERTUSSIS,90.85,1944,3248000
WASHINGTON,1526,PERTUSSIS,72.81,1944,2092000
WEST VIRGINIA,1378,PERTUSSIS,80.56,1944,1706000
WISCONSIN,5185,PERTUSSIS,173.87,1944,2980000
WYOMING,370,PERTUSSIS,151.68,1944,242000
ALABAMA,98,POLIO,3.39,1944,2802000
ARIZONA,48,POLIO,7.28,1944,610000
ARKANSAS,45,POLIO,2.45,1944,1768000
CALIFORNIA,643,POLIO,7.14,1944,8945000
COLORADO,73,POLIO,6.17,1944,1137000
CONNECTICUT,196,POLIO,10.86,1944,1778000
DELAWARE,83,POLIO,28.95,1944,285000
DISTRICT OF COLUMBIA,179,POLIO,20.15,1944,881000
FLORIDA,95,POLIO,3.76,1944,2420000
GEORGIA,91,POLIO,2.77,1944,3176000
IDAHO,15,POLIO,2.75,1944,529000
ILLINOIS,551,POLIO,7.1,1944,7719000
INDIANA,303,POLIO,8.73,1944,3440000
IOWA,192,POLIO,8.25,1944,2301000
KANSAS,131,POLIO,7.32,1944,1779000
KENTUCKY,629,POLIO,23.78,1944,2631000
LOUISIANA,154,POLIO,5.94,1944,2508000
MAINE,23,POLIO,2.65,1944,801000
MARYLAND,408,POLIO,19.24,1944,2118000
MASSACHUSETTS,415,POLIO,9.87,1944,4192000
MICHIGAN,828,POLIO,15.09,1944,5467000
MINNESOTA,478,POLIO,18.83,1944,2526000
MISSISSIPPI,91,POLIO,4.17,1944,2167000
MISSOURI,166,POLIO,4.58,1944,3560000
MONTANA,34,POLIO,6.72,1944,469000
NEBRASKA,92,POLIO,7.48,1944,1216000
NEVADA,9,POLIO,4.9,1944,153000
NEW HAMPSHIRE,62,POLIO,12.85,1944,456000
NEW JERSEY,473,POLIO,11.28,1944,4158000
NEW MEXICO,34,POLIO,5.96,1944,527000
NEW YORK,5647,POLIO,44.68,1944,12628000
NORTH CAROLINA,712,POLIO,19.93,1944,3560000
NORTH DAKOTA,47,POLIO,8.41,1944,534000
OHIO,1032,POLIO,14.86,1944,6918000
OKLAHOMA,119,POLIO,5.78,1944,2043000
OREGON,248,POLIO,19.89,1944,1233000
PENNSYLVANIA,1312,POLIO,14.19,1944,9214000
RHODE ISLAND,18,POLIO,1.91,1944,795000
SOUTH CAROLINA,68,POLIO,3.34,1944,1943000
SOUTH DAKOTA,9,POLIO,1.25,1944,565000
TENNESSEE,117,POLIO,3.9,1944,2868000
TEXAS,374,POLIO,5.39,1944,6876000
UTAH,60,POLIO,9.62,1944,605000
VERMONT,42,POLIO,13.25,1944,314000
VIRGINIA,690,POLIO,21.19,1944,3248000
WASHINGTON,212,POLIO,10.05,1944,2092000
WEST VIRGINIA,186,POLIO,10.79,1944,1706000
WISCONSIN,257,POLIO,8.51,1944,2980000
WYOMING,13,POLIO,4.76,1944,242000
ALABAMA,12,SMALLPOX,0.42,1944,2802000
ARIZONA,7,SMALLPOX,0.98,1944,610000
ARKANSAS,21,SMALLPOX,1.09,1944,1768000
CALIFORNIA,17,SMALLPOX,0.18,1944,8945000
COLORADO,13,SMALLPOX,0.97,1944,1137000
CONNECTICUT,0,SMALLPOX,0,1944,1778000
DELAWARE,0,SMALLPOX,0,1944,285000
DISTRICT OF COLUMBIA,0,SMALLPOX,0,1944,881000
FLORIDA,1,SMALLPOX,0.02,1944,2420000
GEORGIA,13,SMALLPOX,0.36,1944,3176000
IDAHO,9,SMALLPOX,1.71,1944,529000
ILLINOIS,22,SMALLPOX,0.23,1944,7719000
INDIANA,66,SMALLPOX,1.81,1944,3440000
IOWA,27,SMALLPOX,0.99,1944,2301000
KANSAS,21,SMALLPOX,1.06,1944,1779000
KENTUCKY,16,SMALLPOX,0.55,1944,2631000
LOUISIANA,13,SMALLPOX,0.46,1944,2508000
MAINE,0,SMALLPOX,0,1944,801000
MARYLAND,0,SMALLPOX,0,1944,2118000
MASSACHUSETTS,0,SMALLPOX,0,1944,4192000
MICHIGAN,13,SMALLPOX,0.23,1944,5467000
MINNESOTA,0,SMALLPOX,0,1944,2526000
MISSISSIPPI,16,SMALLPOX,0.67,1944,2167000
MISSOURI,9,SMALLPOX,0.19,1944,3560000
MONTANA,13,SMALLPOX,2.46,1944,469000
NEBRASKA,14,SMALLPOX,1.04,1944,1216000
NEVADA,1,SMALLPOX,0.65,1944,153000
NEW HAMPSHIRE,0,SMALLPOX,0,1944,456000
NEW JERSEY,2,SMALLPOX,0.02,1944,4158000
NEW MEXICO,3,SMALLPOX,0.37,1944,527000
NEW YORK,0,SMALLPOX,0,1944,12628000
NORTH CAROLINA,3,SMALLPOX,0.09,1944,3560000
NORTH DAKOTA,10,SMALLPOX,1.59,1944,534000
OHIO,31,SMALLPOX,0.37,1944,6918000
OKLAHOMA,11,SMALLPOX,0.46,1944,2043000
OREGON,8,SMALLPOX,0.44,1944,1233000
PENNSYLVANIA,3,SMALLPOX,0.03,1944,9214000
RHODE ISLAND,0,SMALLPOX,0,1944,795000
SOUTH CAROLINA,12,SMALLPOX,0.52,1944,1943000
SOUTH DAKOTA,14,SMALLPOX,2.14,1944,565000
TENNESSEE,10,SMALLPOX,0.28,1944,2868000
TEXAS,56,SMALLPOX,0.74,1944,6876000
UTAH,1,SMALLPOX,0.08,1944,605000
VERMONT,0,SMALLPOX,0,1944,314000
VIRGINIA,4,SMALLPOX,0.12,1944,3248000
WASHINGTON,15,SMALLPOX,0.64,1944,2092000
WEST VIRGINIA,5,SMALLPOX,0.24,1944,1706000
WISCONSIN,18,SMALLPOX,0.49,1944,2980000
WYOMING,1,SMALLPOX,0.41,1944,242000
ALABAMA,759,MEASLES,27.33,1945,2775000
ARIZONA,558,MEASLES,93.74,1945,594000
ARKANSAS,1226,MEASLES,69.5,1945,1762000
CALIFORNIA,31721,MEASLES,339.44,1945,9344000
COLORADO,1072,MEASLES,95.91,1945,1116000
CONNECTICUT,3012,MEASLES,170.2,1945,1769000
DELAWARE,279,MEASLES,96.86,1945,286000
DISTRICT OF COLUMBIA,348,MEASLES,39.59,1945,876000
FLORIDA,977,MEASLES,39.63,1945,2465000
GEORGIA,860,MEASLES,27.53,1945,3119000
IDAHO,1319,MEASLES,259.93,1945,507000
ILLINOIS,7850,MEASLES,103.25,1945,7601000
INDIANA,1148,MEASLES,33.51,1945,3427000
IOWA,1417,MEASLES,61.4,1945,2308000
KANSAS,1662,MEASLES,95.98,1945,1731000
KENTUCKY,1588,MEASLES,61.13,1945,2597000
LOUISIANA,1002,MEASLES,41.15,1945,2429000
MAINE,492,MEASLES,61.29,1945,800000
MARYLAND,1833,MEASLES,87.4,1945,2096000
MASSACHUSETTS,7841,MEASLES,186.66,1945,4201000
MICHIGAN,6637,MEASLES,121.24,1945,5475000
MINNESOTA,1598,MEASLES,62.96,1945,2537000
MISSISSIPPI,0,MEASLES,0,1945,2090000
MISSOURI,1063,MEASLES,30.22,1945,3516000
MONTANA,837,MEASLES,175.29,1945,477000
NEBRASKA,867,MEASLES,71.57,1945,1211000
NEVADA,107,MEASLES,71.8,1945,149000
NEW HAMPSHIRE,156,MEASLES,33.9,1945,459000
NEW JERSEY,3242,MEASLES,78.87,1945,4108000
NEW MEXICO,365,MEASLES,67.9,1945,537000
NEW YORK,6548,MEASLES,52.41,1945,12495000
NORTH CAROLINA,2562,MEASLES,72.5,1945,3533000
NORTH DAKOTA,350,MEASLES,64.11,1945,546000
OHIO,3446,MEASLES,49.82,1945,6916000
OKLAHOMA,1038,MEASLES,51.13,1945,2028000
OREGON,1956,MEASLES,156.32,1945,1250000
PENNSYLVANIA,11640,MEASLES,127.31,1945,9143000
RHODE ISLAND,432,MEASLES,55.54,1945,776000
SOUTH CAROLINA,1528,MEASLES,78.91,1945,1934000
SOUTH DAKOTA,584,MEASLES,100.63,1945,579000
TENNESSEE,1897,MEASLES,65.8,1945,2878000
TEXAS,12892,MEASLES,188.86,1945,6826000
UTAH,4410,MEASLES,746.1,1945,591000
VERMONT,568,MEASLES,179.96,1945,315000
VIRGINIA,2058,MEASLES,64.45,1945,3193000
WASHINGTON,6436,MEASLES,291.68,1945,2206000
WEST VIRGINIA,1361,MEASLES,79.64,1945,1708000
WISCONSIN,4903,MEASLES,165.52,1945,2961000
WYOMING,377,MEASLES,157.58,1945,239000
ALABAMA,1081,PERTUSSIS,38.78,1945,2775000
ARIZONA,853,PERTUSSIS,143.09,1945,594000
ARKANSAS,691,PERTUSSIS,39.04,1945,1762000
CALIFORNIA,11216,PERTUSSIS,120,1945,9344000
COLORADO,1704,PERTUSSIS,152.46,1945,1116000
CONNECTICUT,2400,PERTUSSIS,135.53,1945,1769000
DELAWARE,103,PERTUSSIS,34.97,1945,286000
DISTRICT OF COLUMBIA,388,PERTUSSIS,43.94,1945,876000
FLORIDA,555,PERTUSSIS,22.37,1945,2465000
GEORGIA,833,PERTUSSIS,26.56,1945,3119000
